Longitude,Latitude,datetime,UHI Index,distance_bronx,distance_manhattan,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2],ISOURBID,ISO3,URBID,NAME,SCHNM,ES90POP,ES95POP,ES00POP,SQKM_FINAL,URB_D_MEAN,BUF_D_MEAN,D_T_DIFF,URB_N_MEAN,BUF_N_MEAN,N_T_DIFF,LATITUDE,LONGITUDE
-73.90942,40.81233,2021-07-24 15:53:00,1.010815469,6812.973826246659,6807.631124827566,26.999921549719147,46.99988232457872,3.0001569005617084,180.5060798967662,612.9968619887659,,,,,,,,,,,,,,,,,
-73.90945333,40.81223667,2021-07-24 15:53:00,1.010815469,6823.688882393907,6798.141931814244,26.999624911644723,46.99943736746708,3.0007501767105493,180.52906934753378,612.984996465789,,,,,,,,,,,,,,,,,
-73.90947667,40.81216333,2021-07-24 15:53:00,1.010815469,6832.06160784714,6790.852339965287,26.99939500068723,46.999092501030844,3.001209998625543,180.5468874467398,612.9758000274892,,,,,,,,,,,,,,,,,
-73.90949333,40.81209333,2021-07-24 15:53:00,1.010815469,6839.95972968385,6784.22143878451,26.999181774079336,46.998772661119006,3.0016364518413288,180.5634125088515,612.9672709631734,,,,,,,,,,,,,,,,,
-73.90952167,40.81203167,2021-07-24 15:53:00,1.010815469,6847.143891033138,6777.59326755752,26.99897905372168,46.998468580582525,3.002041892556636,180.57912333656964,612.9591621488672,,,,,,,,,,,,,,,,,
-73.90953,40.81198167,2021-07-24 15:53:00,1.010815469,6852.726064655056,6773.066266967366,26.99883074986395,46.99824612479592,3.0023385002720997,180.59061688554385,612.9532299945579,,,,,,,,,,,,,,,,,
-73.90954833,40.81194,2021-07-24 15:54:00,1.010815469,6857.5675137669705,6768.636166826658,26.998694701047704,46.99804205157155,3.0026105979045936,180.601160668803,612.9477880419081,,,,,,,,,,,,,,,,,
-73.90956333,40.8119,2021-07-24 15:54:00,1.010815469,6862.1718223473445,6764.534314528591,26.998566968321796,46.997850452482695,3.0028660633564126,180.61105995506097,612.9426787328717,,,,,,,,,,,,,,,,,
-73.90958167,40.81186333,2021-07-24 15:54:00,1.010815469,6866.469172555253,6760.509024041861,26.998444847463837,46.99766727119575,3.0031103050723265,180.62052432155264,612.9377938985535,,,,,,,,,,,,,,,,,
-73.9096,40.81181167,2021-07-24 15:54:00,1.012979184,6872.398365426805,6755.273486358795,26.998281072800374,46.997421609200565,3.003437854399251,180.63321685797098,612.931242912015,,,,,,,,,,,,,,,,,
-73.909615,40.81175333,2021-07-24 15:54:00,1.012979184,6878.999395545214,6749.692483642399,26.998102431061632,46.99715364659245,3.0037951378767405,180.64706159272367,612.9240972424652,,,,,,,,,,,,,,,,,
-73.90963167,40.8117,2021-07-24 15:54:00,1.012979184,6885.082787044839,6744.4209580907145,26.997935921489375,46.996903882234065,3.0041281570212512,180.65996608457348,612.917436859575,,,,,,,,,,,,,,,,,
-73.90964667,40.81164333,2021-07-24 15:54:00,1.012979184,6891.502006514397,6738.978129683228,26.997762017547338,46.996643026320996,3.0044759649053336,180.6734436400817,612.9104807018934,,,,,,,,,,,,,,,,,
-73.90966167,40.81157833,2021-07-24 15:54:00,1.012979184,6898.8281008428885,6732.865275170932,26.99756504461927,46.996347566928904,3.0048699107614603,180.68870904200662,612.9026017847708,,,,,,,,,,,,,,,,,
-73.909675,40.81151,2021-07-24 15:54:00,1.012979184,6906.488950595038,6726.583426123166,26.997360748633902,46.99604112295086,3.0052785027321978,180.70454198087265,612.8944299453561,,,,,,,,,,,,,,,,,
-73.90969333,40.81144167,2021-07-24 15:54:00,1.012979184,6914.232996481328,6720.014008777998,26.997151012628297,46.99572651894245,3.0056979747434065,180.720796521307,612.8860405051319,,,,,,,,,,,,,,,,,
-73.909705,40.81137667,2021-07-24 15:54:00,1.012979184,6921.503717096001,6714.10226400738,26.996957943000464,46.9954369145007,3.006084113999071,180.735759417464,612.8783177200186,,,,,,,,,,,,,,,,,
-73.90971333,40.81132,2021-07-24 15:54:00,1.012979184,6927.812025914998,6709.057612114015,26.99679172097985,46.99518758146977,3.006416558040298,180.74864162406152,612.871668839194,,,,,,,,,,,,,,,,,
-73.909745,40.81123,2021-07-24 15:54:00,1.012979184,6938.137161133373,6699.976989342537,26.996507432491576,46.99476114873735,3.006985135016853,180.7706739819031,612.860297299663,,,,,,,,,,,,,,,,,
-73.909755,40.81120333,2021-07-24 15:54:00,1.012979184,6941.207087486313,6697.250988956659,26.99642252669382,46.99463379004072,3.00715494661236,180.77725418122895,612.8569010677527,,,,,,,,,,,,,,,,,
-73.90977,40.81116167,2021-07-24 15:54:00,1.015142899,6945.992171709063,6693.02958160961,26.996290605078947,46.994435907618424,3.007418789842106,180.78747810638163,612.8516242031579,,,,,,,,,,,,,,,,,
-73.90978667,40.81111833,2021-07-24 15:54:00,1.015263105,6950.987965813162,6688.576705467638,26.99615220475624,46.994228307134364,3.007695590487519,180.79820413139134,612.8460881902496,,,,,,,,,,,,,,,,,
-73.90980833,40.81106,2021-07-24 15:54:00,1.015263105,6957.69878095647,6682.630181094902,26.995966833342116,46.99395025001317,3.0080663333157673,180.812570415986,612.8386733336847,,,,,,,,,,,,,,,,,
-73.909875,40.810865,2021-07-24 15:54:00,1.019590535,6980.037950816252,6663.096659502178,26.995353834725424,46.99303075208814,3.00929233054915,180.86007780877958,612.814153389017,,,,,,,,,,,,,,,,,
-73.9099,40.81081,2021-07-24 15:54:00,1.019590535,6986.44208068998,6657.228497775077,26.995174120028455,46.992761180042685,3.0096517599430914,180.87400569779481,612.8069648011382,,,,,,,,,,,,,,,,,
-73.90992833,40.81075333,2021-07-24 15:54:00,1.02175425,6993.08367624499,6651.033060100694,26.994986108331467,46.9924791624972,3.0100277833370663,180.8885766043113,612.7994443332586,,,,,,,,,,,,,,,,,
-73.909965,40.810705,2021-07-24 15:54:00,1.02175425,6998.956957937916,6645.018956541092,26.994811805537985,46.99221770830698,3.01037638892403,180.90208507080615,612.7924722215193,,,,,,,,,,,,,,,,,
-73.90995167,40.81062833,2021-07-24 15:54:00,1.023917965,7007.080283074736,6639.661531340677,26.994615289763217,46.991922934644826,3.010769420473565,180.91731504335064,612.7846115905287,,,,,,,,,,,,,,,,,
-73.90991333,40.8106,2021-07-24 15:54:00,1.02175425,7009.525802372462,6639.639981096499,26.994580096290953,46.99187014443643,3.0108398074180895,180.92004253745097,612.7832038516382,,,,,,,,,,,,,,,,,
-73.90974333,40.810515,2021-07-24 15:54:00,1.02175425,7015.970014605497,6642.820046353023,26.994536119720898,46.991804179581344,3.010927760558208,180.92345072163056,612.7814447888359,,,,,,,,,,,,,,,,,
-73.90966667,40.810495,2021-07-24 15:54:00,1.019590535,7016.890872045249,6645.728578632382,26.99456674769062,46.99185012153593,3.01086650461876,180.92107705397694,612.7826699076248,,,,,,,,,,,,,,,,,
-73.90959167,40.81047333,2021-07-24 15:54:00,1.019590535,7018.02727033324,6648.412278688716,26.99459091023205,46.99188636534808,3.0108181795358977,180.919204457016,612.783636409282,,,,,,,,,,,,,,,,,
-73.90951833,40.810445,2021-07-24 15:54:00,1.019590535,7019.922734910077,6650.474327633689,26.99459491329204,46.991892369938064,3.0108101734159183,180.91889421986684,612.7837965316817,,,,,,,,,,,,,,,,,
-73.90944,40.81042333,2021-07-24 15:54:00,1.019590535,7021.018103660004,6653.366317074136,26.994622766549867,46.9919341498248,3.0107544669002695,180.91673559238546,612.7849106619947,,,,,,,,,,,,,,,,,
-73.909385,40.8104,2021-07-24 15:54:00,1.019590535,7022.675925887,6654.756338534976,26.99462004884778,46.99193007327167,3.010759902304442,180.91694621429713,612.7848019539111,,,,,,,,,,,,,,,,,
-73.909345,40.81038,2021-07-24 15:54:00,1.019590535,7024.214548375125,6655.529085165623,26.994609760634617,46.99191464095192,3.010780478730772,180.91774355081742,612.7843904253846,,,,,,,,,,,,,,,,,
-73.90925333,40.81033333,2021-07-24 15:54:00,1.01742682,7027.839230707278,6657.24277536141,26.994583935190427,46.99187590278564,3.0108321296191436,180.9197450227418,612.7833574076171,,,,,,,,,,,,,,,,,
-73.90922333,40.81030667,2021-07-24 15:54:00,1.019590535,7030.269595361433,6656.90442274665,26.994544305900973,46.99181645885146,3.0109113881980556,180.92281629267467,612.7817722360389,,,,,,,,,,,,,,,,,
-73.90917333,40.81029333,2021-07-24 15:55:00,1.019590535,7030.931529918475,6658.806273487213,26.994563442167042,46.99184516325057,3.010873115665917,180.92133323205428,612.7825376866817,,,,,,,,,,,,,,,,,
-73.90911833,40.81028,2021-07-24 15:55:00,1.019590535,7031.516248060057,6661.007466795719,26.99458815936375,46.99188223904563,3.010823681272499,180.91941764930937,612.7835263745501,,,,,,,,,,,,,,,,,
-73.909055,40.81026167,2021-07-24 15:55:00,1.019590535,7032.51890194149,6663.309916636129,26.994608446262056,46.99191266939309,3.010783107475892,180.91784541469082,612.7843378504822,,,,,,,,,,,,,,,,,
-73.90897833,40.81023833,2021-07-24 15:55:00,1.019590535,7033.864160108841,6666.012138948078,26.99462984901278,46.99194477351917,3.010740301974437,180.91618670150945,612.7851939605113,,,,,,,,,,,,,,,,,
-73.908895,40.81021833,2021-07-24 15:55:00,1.019590535,7034.747951403582,6669.379543169639,26.99466776110513,46.992001641657694,3.010664477789735,180.91324851435223,612.7867104442053,,,,,,,,,,,,,,,,,
-73.90871333,40.81017333,2021-07-24 15:55:00,1.02175425,7036.853698323294,6676.633269807041,26.994746479442416,46.992119719163625,3.0105070411151704,180.90714784321287,612.7898591776966,,,,,,,,,,,,,,,,,
-73.90862167,40.810155,2021-07-24 15:55:00,1.02175425,7037.45214063949,6680.648857435049,26.994798065953084,46.99219709892963,3.010403868093828,180.90314988863582,612.7919226381234,,,,,,,,,,,,,,,,,
-73.90853667,40.81013833,2021-07-24 15:55:00,1.02175425,7037.979321534821,6684.404856390542,26.99484674877835,46.992270123167515,3.0103065024433016,180.89937696967792,612.793869951134,,,,,,,,,,,,,,,,,
-73.90847,40.81012667,2021-07-24 15:55:00,1.023917965,7038.24362481984,6687.466255228071,26.9948887544228,46.9923331316342,3.010222491154404,180.89612153223317,612.795550176912,,,,,,,,,,,,,,,,,
-73.90843167,40.810125,2021-07-24 15:55:00,1.023917965,7037.847722135844,6689.6229601336345,26.994926599807613,46.99238989971141,3.0101468003847778,180.89318851491015,612.7970639923044,,,,,,,,,,,,,,,,,
-73.90818333,40.81009667,2021-07-24 15:55:00,1.015263105,7037.232493027109,6702.246580825001,26.995123746535054,46.992685619802586,3.0097525069298916,180.87790964353331,612.8049498614022,,,,,,,,,,,,,,,,,
-73.9081,40.81007833,2021-07-24 15:55:00,1.015263105,7038.006257160716,6705.801220118998,26.99516574955534,46.99274862433302,3.0096685008893176,180.87465440946107,612.8066299822137,,,,,,,,,,,,,,,,,
-73.90800833,40.81006,2021-07-24 15:55:00,1.01309939,7038.664310670621,6709.862856712036,26.995216921056986,46.992825381585476,3.009566157886021,180.8706886180833,612.8086768422795,,,,,,,,,,,,,,,,,
-73.90791833,40.81004,2021-07-24 15:55:00,1.01309939,7039.53835225979,6713.700997492166,26.995261663867232,46.99289249580085,3.009476672265534,180.86722105028946,612.8104665546894,,,,,,,,,,,,,,,,,
-73.90782333,40.810025,2021-07-24 15:55:00,1.01309939,7039.80185746758,6718.2365169642735,26.99532541875881,46.992988128138215,3.0093491624823754,180.86228004619204,612.8130167503525,,,,,,,,,,,,,,,,,
-73.907525,40.80997833,2021-07-24 15:55:00,1.010935675,7040.643518078242,6732.558177787436,26.995526307577656,46.99328946136649,3.0089473848446806,180.84671116273137,612.8210523031064,,,,,,,,,,,,,,,,,
-73.90740667,40.809905,2021-07-24 15:55:00,1.03269303,7047.00626955248,6734.004443622923,26.995457491000565,46.99318623650085,3.00908501799887,180.85204444745622,612.8182996400226,,,,,,,,,,,,,,,,,
-73.90739667,40.80987,2021-07-24 15:55:00,1.030529316,7050.699020896533,6731.894644774223,26.995373811579217,46.99306071736882,3.0092523768415624,180.85852960261056,612.8149524631688,,,,,,,,,,,,,,,,,
-73.90739833,40.80982833,2021-07-24 15:55:00,1.030529316,7055.285619568215,6728.564938446142,26.99525936994533,46.99288905491799,3.0094812601093412,180.86739882923698,612.8103747978131,,,,,,,,,,,,,,,,,
-73.90741167,40.80977667,2021-07-24 15:55:00,1.026201886,7061.129699751174,6723.756783711471,26.995105176724607,46.99265776508691,3.0097896465507916,180.8793488038432,612.8042070689842,,,,,,,,,,,,,,,,,
-73.907465,40.80964333,2021-07-24 15:55:00,1.026201886,7076.478622389598,6710.209834850765,26.99468663140282,46.99202994710423,3.0106267371943547,180.91178606628122,612.7874652561129,,,,,,,,,,,,,,,,,
-73.90749167,40.80957167,2021-07-24 15:55:00,1.026201886,7084.699790494162,6703.053432344774,26.994463980432762,46.99169597064915,3.0110720391344747,180.92904151646093,612.7785592173105,,,,,,,,,,,,,,,,,
-73.90751833,40.80950167,2021-07-24 15:55:00,1.028365601,7092.739157272144,6696.028440560902,26.99424588580674,46.99136882871011,3.0115082283865187,180.9459438499776,612.7698354322696,,,,,,,,,,,,,,,,,
-73.90753833,40.80944167,2021-07-24 15:55:00,1.028365601,7099.59008881658,6690.1818574388835,26.994062146452116,46.99109321967818,3.0118757070957614,180.96018364996075,612.7624858580848,,,,,,,,,,,,,,,,,
-73.90755,40.80939833,2021-07-24 15:55:00,1.028365601,7104.499766450978,6686.128344283284,26.99393252549763,46.99089878824645,3.012134949004739,180.97022927393363,612.7573010199053,,,,,,,,,,,,,,,,,
-73.90761333,40.80920333,2021-07-24 15:55:00,1.04134789,7126.742145271432,6667.246841560808,26.99333774582321,46.99000661873482,3.0133245083535813,181.01632469870128,612.7335098329285,,,,,,,,,,,,,,,,,
-73.90763833,40.80913833,2021-07-24 15:55:00,1.04134789,7134.211105651653,6660.721167455619,26.993135306084554,46.98970295912683,3.013729387830895,181.03201377844718,612.7254122433822,,,,,,,,,,,,,,,,,
-73.90766,40.80906667,2021-07-24 15:55:00,1.03702046,7142.362493632859,6653.887755713591,26.99291873184248,46.98937809776372,3.014162536315037,181.04879828220768,612.7167492736992,,,,,,,,,,,,,,,,,
-73.90768,40.80899,2021-07-24 15:55:00,1.03702046,7151.038944941149,6646.773851674298,26.99269065176199,46.989035977642985,3.0146186964760258,181.06647448844598,612.7076260704795,,,,,,,,,,,,,,,,,
-73.90770167,40.80891167,2021-07-24 15:55:00,1.039184175,7159.920686969575,6639.434394064191,26.992456367854167,46.98868455178125,3.01508726429167,181.08463149130222,612.6982547141668,,,,,,,,,,,,,,,,,
-73.90772667,40.808825,2021-07-24 15:55:00,1.039184175,7169.762525255698,6631.255531895944,26.99219612653023,46.98829418979535,3.015607746939529,181.10480019390673,612.6878450612094,,,,,,,,,,,,,,,,,
-73.90775667,40.808735,2021-07-24 15:55:00,1.026201886,7180.039498007381,6622.520714791425,26.991921516376376,46.98788227456457,3.01615696724725,181.12608248083092,612.6768606550551,,,,,,,,,,,,,,,,,
-73.907785,40.80864333,2021-07-24 15:55:00,1.026201886,7190.475840544571,6613.764480844768,26.991644431764836,46.98746664764725,3.0167111364703265,181.14755653822516,612.6657772705935,,,,,,,,,,,,,,,,,
-73.90781833,40.80855,2021-07-24 15:55:00,1.024038171,7201.164590097381,6604.580472442144,26.991357451337066,46.9870361770056,3.0172850973258662,181.16979752137732,612.6542980534826,,,,,,,,,,,,,,,,,
-73.90785667,40.80845667,2021-07-24 15:55:00,1.024038171,7211.924317288102,6595.094660006721,26.99106498429102,46.98659747643653,3.0178700314179543,181.19246371744572,612.6425993716409,,,,,,,,,,,,,,,,,
-73.90789333,40.80836,2021-07-24 15:55:00,1.024038171,7223.026207305778,6585.460703325022,26.990765599328775,46.986148398993166,3.018468801342453,181.21566605202008,612.630623973151,,,,,,,,,,,,,,,,,
-73.90792833,40.80826167,2021-07-24 15:55:00,1.024038171,7234.286521523288,6575.806596060974,26.990463787320536,46.98569568098081,3.0190724253589245,181.23905648265833,612.6185514928216,,,,,,,,,,,,,,,,,
-73.90800833,40.80806667,2021-07-24 15:55:00,1.019710741,7256.767877214287,6556.026973660081,26.98985374196722,46.98478061295083,3.0202925160655623,181.28633499754054,612.5941496786887,,,,,,,,,,,,,,,,,
-73.90802667,40.80797667,2021-07-24 15:55:00,1.015383311,7266.880278555904,6548.04574323528,26.989593363957407,46.98439004593611,3.0208132720851855,181.30651429330095,612.5837345582963,,,,,,,,,,,,,,,,,
-73.90804667,40.807885,2021-07-24 15:55:00,1.015383311,7277.199061913199,6539.841335894177,26.98932683549024,46.983990253235355,3.021346329019521,181.32717024950642,612.5730734196095,,,,,,,,,,,,,,,,,
-73.90808667,40.80778833,2021-07-24 15:55:00,1.006728452,7288.3493118331535,6530.032261645201,26.98902451714543,46.98353677571815,3.021950965709136,181.35059992122902,612.5609806858173,,,,,,,,,,,,,,,,,
-73.90813,40.80769167,2021-07-24 15:55:00,1.006728452,7299.54618565393,6520.023534535309,26.988718568422865,46.983077852634295,3.0225628631542643,181.37431094722774,612.5487427369146,,,,,,,,,,,,,,,,,
-73.90817333,40.80759667,2021-07-24 15:55:00,1.004564737,7310.561806681479,6510.145080110601,26.988417137659788,46.982625706489685,3.0231657246804304,181.39767183136667,612.5366855063914,,,,,,,,,,,,,,,,,
-73.90821333,40.8075,2021-07-24 15:55:00,1.004564737,7321.71312184299,6500.349603949911,26.98811518173246,46.98217277259869,3.0237696365350843,181.4210734157345,612.5246072692984,,,,,,,,,,,,,,,,,
-73.908245,40.80741333,2021-07-24 15:55:00,1.004564737,7331.65126010744,6491.830185715408,26.987849355060323,46.98177403259049,3.0243012898793538,181.44167498282496,612.5139742024129,,,,,,,,,,,,,,,,,
-73.90827,40.80732833,2021-07-24 15:55:00,1.004564737,7341.311420405313,6483.853309431614,26.98759569050019,46.981393535750286,3.024808618999618,181.4613339862352,612.5038276200077,,,,,,,,,,,,,,,,,
-73.90829833,40.80723833,2021-07-24 15:55:00,1.000237307,7351.566445445012,6475.297282716341,26.987325120432857,46.980987680649285,3.0253497591342846,181.48230316645353,612.4930048173143,,,,,,,,,,,,,,,,,
-73.90836333,40.80704833,2021-07-24 15:56:00,1.000237307,7373.290475485114,6456.929477514535,26.98674842481053,46.980122637215786,3.026503150378945,181.5269970771841,612.469936992421,,,,,,,,,,,,,,,,,
-73.90839667,40.806955,2021-07-24 15:56:00,1.000357514,7383.981937805892,6447.8273730522515,26.986463743914996,46.979695615872494,3.0270725121700095,181.54905984658785,612.4585497566,,,,,,,,,,,,,,,,,
-73.90842833,40.80687167,2021-07-24 15:56:00,1.000357514,7393.555101259613,6439.5874239619925,26.98620750598704,46.97931125898056,3.027584988025917,181.5689182860043,612.4483002394816,,,,,,,,,,,,,,,,,
-73.908455,40.80679667,2021-07-24 15:56:00,1.004684943,7402.145227609071,6432.287748797899,26.985979078716632,46.97896861807495,3.0280418425667364,181.58662139946102,612.4391631486653,,,,,,,,,,,,,,,,,
-73.90848,40.80674,2021-07-24 15:56:00,1.004684943,7408.705607454903,6426.473259981144,26.985800944723806,46.978701417085716,3.028398110552388,181.60042678390502,612.4320377889524,,,,,,,,,,,,,,,,,
-73.90849667,40.80669667,2021-07-24 15:56:00,1.004684943,7413.686643456692,6422.180436310409,26.985667595656565,46.97850139348485,3.028664808686872,181.6107613366163,612.4267038262626,,,,,,,,,,,,,,,,,
-73.90853,40.80663333,2021-07-24 15:56:00,1.006848658,7421.096917664428,6415.3501096779755,26.985462354519207,46.978193531778814,3.029075290961588,181.62666752476156,612.4184941807682,,,,,,,,,,,,,,,,,
-73.90859333,40.80654167,2021-07-24 15:56:00,1.004684943,7432.038695252407,6404.530017320851,26.98514792649426,46.97772188974139,3.0297041470114725,181.65103569669458,612.4059170597704,,,,,,,,,,,,,,,,,
-73.90863333,40.80648333,2021-07-24 15:56:00,1.004684943,7438.999359816135,6397.663626015648,26.984948166550467,46.97742224982569,3.0301036668990715,181.66651709233903,612.3979266620186,,,,,,,,,,,,,,,,,
-73.908675,40.80643,2021-07-24 15:56:00,1.004684943,7445.436749031741,6391.070106974963,26.98475964124429,46.977139461866436,3.030480717511416,181.68112780356734,612.3903856497716,,,,,,,,,,,,,,,,,
-73.90871333,40.80638833,2021-07-24 15:56:00,1.004684943,7450.550924670429,6385.559502374792,26.984605624132435,46.97690843619865,3.0307887517351384,181.69306412973663,612.3842249652973,,,,,,,,,,,,,,,,,
-73.90875333,40.80634667,2021-07-24 15:56:00,1.004684943,7455.689042120694,6379.945941305213,26.984449675029673,46.97667451254451,3.0311006499406536,181.70515018520035,612.377987001187,,,,,,,,,,,,,,,,,
-73.9088,40.80631167,2021-07-24 15:56:00,1.004684943,7460.196673389083,6374.41674677795,26.984303429468753,46.97645514420313,3.0313931410625,181.71648421617186,612.3721371787501,,,,,,,,,,,,,,,,,
-73.90885167,40.80628333,2021-07-24 15:56:00,1.004684943,7464.050294032764,6369.075762256839,26.984168805701323,46.97625320855199,3.03166238859735,181.7269175581473,612.366752228053,,,,,,,,,,,,,,,,,
-73.90889833,40.80626,2021-07-24 15:56:00,1.004684943,7467.2844849608855,6364.422355397453,26.984053130357772,46.976079695536654,3.0318937392844525,181.73588239727252,612.3621252143109,,,,,,,,,,,,,,,,,
-73.90893667,40.80624833,2021-07-24 15:56:00,1.004684943,7469.122986361906,6361.161360033561,26.98397774624761,46.97596661937142,3.032044507504782,181.7417246658103,612.3591098499044,,,,,,,,,,,,,,,,,
-73.90896333,40.80624333,2021-07-24 15:56:00,1.004684943,7470.061484391621,6359.127644551882,26.98393349270906,46.97590023906359,3.032133014581878,181.74515431504778,612.3573397083624,,,,,,,,,,,,,,,,,
-73.909165,40.80621667,2021-07-24 15:56:00,1.015503518,7475.960023484802,6344.588685129993,26.98362769290557,46.97544153935836,3.032744614188859,181.7688537998183,612.3451077162229,,,,,,,,,,,,,,,,,
-73.909225,40.806185,2021-07-24 15:56:00,1.015503518,7480.316233347473,6338.481265247308,26.98347417757274,46.97521126635911,3.0330516448545186,181.7807512381126,612.3389671029097,,,,,,,,,,,,,,,,,
-73.90930167,40.80615,2021-07-24 15:56:00,1.015503518,7485.288775379593,6331.088309360963,26.98329228481621,46.974938427224316,3.0334154303675858,181.79484792674393,612.3316913926483,,,,,,,,,,,,,,,,,
-73.90947667,40.80609667,2021-07-24 15:56:00,1.015503518,7493.7533713711755,6316.213402217668,26.98294651988004,46.97441977982007,3.0341069602399195,181.8216447092969,612.3178607952016,,,,,,,,,,,,,,,,,
-73.90954667,40.80606833,2021-07-24 15:56:00,1.013339803,7497.911481399736,6309.737291785801,26.982789623213456,46.97418443482019,3.0344207535730883,181.83380420095716,612.3115849285382,,,,,,,,,,,,,,,,,
-73.909595,40.80603667,2021-07-24 15:56:00,1.013339803,7502.105361666165,6304.355822429042,26.98264943459057,46.973974151885855,3.034701130818864,181.84466881923098,612.3059773836228,,,,,,,,,,,,,,,,,
-73.90964667,40.80601333,2021-07-24 15:56:00,1.011176088,7505.443138689352,6299.393564438119,26.982527144649552,46.973790716974335,3.034945710700888,181.8541462896594,612.3010857859822,,,,,,,,,,,,,,,,,
-73.9097,40.80599,2021-07-24 15:56:00,1.011176088,7508.807206463305,6294.329288919674,26.982402870275898,46.97360430541384,3.0351942594482018,181.8637775536178,612.296114811036,,,,,,,,,,,,,,,,,
-73.90976,40.80597167,2021-07-24 15:56:00,1.004684943,7511.729947068081,6289.228313328863,26.98228381521525,46.973425722822874,3.0354323695695045,181.8730043208183,612.2913526086099,,,,,,,,,,,,,,,,,
-73.90987167,40.80591167,2021-07-24 15:56:00,1.004684943,7520.00296044768,6277.785313530668,26.981993959868774,46.97299093980317,3.0360120802624504,181.89546811016993,612.279758394751,,,,,,,,,,,,,,,,,
-73.90990833,40.80590333,2021-07-24 15:56:00,1.004684943,7521.480992591324,6274.884721365395,26.981928628204386,46.972892942306586,3.03614274359123,181.90053131416016,612.2771451281754,,,,,,,,,,,,,,,,,
-73.90994667,40.805895,2021-07-24 15:56:00,1.002521229,7522.985119715577,6271.881116411812,26.981861310115107,46.97279196517266,3.0362773797697944,181.90574846607956,612.2744524046041,,,,,,,,,,,,,,,,,
-73.90998333,40.80588667,2021-07-24 15:57:00,1.002521229,7524.464301957896,6268.981943513282,26.981795958223902,46.972693937335855,3.036408083552196,181.91081323764763,612.271838328956,,,,,,,,,,,,,,,,,
-73.910005,40.80574833,2021-07-24 15:57:00,1.011296294,7539.900744143927,6257.215624055765,26.98140647529734,46.97210971294601,3.0371870494053255,181.94099816445637,612.2562590118936,,,,,,,,,,,,,,,,,
-73.90990833,40.80571167,2021-07-24 15:57:00,1.011296294,7542.403786438596,6260.458730477331,26.981424939147367,46.97213740872105,3.0371501217052677,181.93956721607913,612.2569975658946,,,,,,,,,,,,,,,,,
-73.90979167,40.80562667,2021-07-24 15:57:00,1.011296294,7549.888916475745,6261.330546096498,26.981340411339183,46.97201061700878,3.0373191773216313,181.9461181212132,612.2536164535672,,,,,,,,,,,,,,,,,
